Strategy,C,Gamma,Kernel,Accuracy_mean,Precision_mean,Recall_mean,F1_mean,AUC_mean,Training_Time_mean,TP_mean,TN_mean,FP_mean,FN_mean
MFCC_DELTA_DELTA,10.0,0.1,linear,0.6198669201520912,0.6236883832338087,0.6204488493962178,0.6212548805353013,0.653868208261539,13.02036428451538,82.4,81.0,49.8,50.4
MFCC_DELTA_DELTA,10.0,0.1,rbf,0.6145552483004955,0.6314034024783203,0.5632148553201185,0.5949097316021515,0.6625166470064019,0.6286873340606689,74.8,87.2,43.6,58.0
MFCC_DELTA_DELTA,10.0,1.0,linear,0.6198669201520912,0.6236883832338087,0.6204488493962178,0.6212548805353013,0.653868208261539,12.930986166000366,82.4,81.0,49.8,50.4
MFCC_DELTA_DELTA,10.0,1.0,rbf,0.5075872796405115,0.5057504680822088,0.9954887218045112,0.6707251147177837,0.5044848361762785,0.6273845672607422,132.2,1.6,129.2,0.6
MFCC_DELTA_DELTA,100.0,0.001,linear,0.619112224910704,0.6227547740736675,0.6204374572795625,0.6205401331558209,0.6536818718980231,88.76014637947083,82.4,80.8,50.0,50.4
MFCC_DELTA_DELTA,100.0,0.001,rbf,0.6304902638552828,0.6318450265895942,0.6430735930735931,0.6367861285423972,0.6731654665142008,0.558350944519043,85.4,80.8,50.0,47.4
MFCC_DELTA_DELTA,100.0,0.01,linear,0.619112224910704,0.6227547740736675,0.6204374572795625,0.6205401331558209,0.6536818718980231,89.4865550994873,82.4,80.8,50.0,50.4
MFCC_DELTA_DELTA,100.0,0.01,rbf,0.5713129392787188,0.5736730777326764,0.5813169286853498,0.577227242761942,0.6084133116113831,1.1693244457244873,77.2,73.4,57.4,55.6
MFCC_DELTA_DELTA,100.0,0.1,linear,0.619112224910704,0.6227547740736675,0.6204374572795625,0.6205401331558209,0.6536818718980231,88.21675038337708,82.4,80.8,50.0,50.4
MFCC_DELTA_DELTA,100.0,0.1,rbf,0.6138034335752967,0.6306183285980393,0.5632376395534291,0.5944908096701921,0.6598888188281519,0.7844953536987305,74.8,87.0,43.8,58.0
MFCC_DELTA_DELTA,100.0,1.0,linear,0.619112224910704,0.6227547740736675,0.6204374572795625,0.6205401331558209,0.6536818718980231,88.6294120311737,82.4,80.8,50.0,50.4
